,AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
3672,2014,15804,Tibana,15,Boyaca,3769,Boyaca (ETC),1994.0,80.39,92.39,85.16,85.86,81.5,58.52,87.01,79.01,91.83,84.89,83.08,26.83,12.0,1.96,2.34,1.31,2.12,3.56,93.64,96.88,93.72,92.04,95.56,4.4,0.78,4.97,5.84,0.89,1.01,0.0,1.7,0.71,0.0
3673,2014,15806,Tibasosa,15,Boyaca,3769,Boyaca (ETC),3227.0,62.84,90.01,79.72,88.1,79.36,52.34,69.82,55.43,66.54,77.44,69.41,26.18,28.57,2.19,1.63,0.63,3.52,3.1,86.35,98.37,93.24,79.25,81.72,11.46,0.0,6.13,17.23,15.17,0.4,1.63,0.25,0.5,0.0
3675,2014,15810,Tipacoque,15,Boyaca,3769,Boyaca (ETC),675.0,89.48,92.21,69.23,88.24,77.74,56.96,97.04,72.22,96.8,116.23,70.54,27.18,16.67,0.92,1.392,0.74,0.75,2.53,91.76,100.0,93.38,88.68,92.41,7.33,0.0,5.88,10.57,5.06,0.15,0.0,0.0,0.38,0.0
3676,2014,15814,Toca,15,Boyaca,3769,Boyaca (ETC),2484.0,80.19,92.31,73.46,90.49,81.33,58.01,86.88,78.64,80.53,93.88,93.54,24.33,81.25,2.21,1.28,0.74,3.71,2.92,91.2,98.72,92.16,88.34,91.88,6.58,0.0,7.11,7.95,5.19,1.18,0.0,0.98,1.59,1.3
3677,2014,15816,Togüi,15,Boyaca,3769,Boyaca (ETC),1211.0,76.05,95.44,97.56,89.27,79.06,50.52,79.69,78.85,89.44,79.6,52.72,28.95,14.29,2.12,1.8611111111111112,1.07,3.75,3.9,91.53,100.0,90.13,90.31,96.1,6.35,0.0,8.8,5.94,0.0,1.27,0.0,0.86,2.5,0.0
3679,2014,15822,Tota,15,Boyaca,3769,Boyaca (ETC),1155.0,95.5,91.46,92.71,90.84,75.51,52.36,104.42,107.87,110.09,99.5,100.0,28.38,37.5,1.74,1.04,1.79,2.59,2.6255555555555556,95.66,98.96,96.02,92.75,99.4,2.6,0.0,2.19,4.66,0.6,0.26,0.0,0.4,0.26,0.0
3681,2014,15835,Turmeque,15,Boyaca,3769,Boyaca (ETC),1428.0,108.61,89.34,71.79,89.25,78.95,61.54,121.57,103.54,107.0,136.55,136.84,27.41,33.33,1.55,0.85,0.93,2.07,2.07,94.09,98.29,95.17,92.66,93.1,4.36,0.85,3.89,5.26,4.83,0.0,0.0,0.0,0.0,0.0
3682,2014,15837,Tuta,15,Boyaca,3769,Boyaca (ETC),2200.0,94.0,90.46,80.13,91.74,78.98,48.31,103.91,80.75,96.91,115.03,111.92,22.62,38.89,2.12,2.29,2.55,2.2,0.67,94.55,97.71,96.36,93.51,91.0,3.33,0.0,1.09,4.28,8.33,0.14,0.0,0.12,0.24,0.0
3683,2014,15839,Tutaza,15,Boyaca,3769,Boyaca (ETC),333.0,127.03,93.79,76.47,85.8,76.76,62.86,135.44,121.43,113.29,168.18,134.62,18.32,30.0,1.11,1.7633333333333334,0.62,2.16,2.23625,93.35,100.0,93.83,90.27,97.14,5.54,0.0,5.56,7.57,2.86,0.0,0.0,0.0,0.0,0.0
3684,2014,15842,Umbita,15,Boyaca,3769,Boyaca (ETC),2757.0,52.34,92.32,87.04,91.28,85.59,56.94,56.69,45.19,51.11,60.92,70.96,28.9,16.67,1.19,0.93,0.97,0.9,2.65,94.89,99.07,96.77,93.15,92.04,3.91,0.0,2.26,5.95,5.31,0.0,0.0,0.0,0.0,0.0
3685,2014,15861,Ventaquemada,15,Boyaca,3769,Boyaca (ETC),3859.0,84.19,66.28,83.11,88.57,45.94,30.78,127.03,73.05,90.41,168.54,160.1,24.25,18.18,1.13,1.58,0.77,1.43,1.2,91.93,97.37,95.1,86.84,94.0,6.94,1.05,4.13,11.73,4.8,0.13,0.0,0.15,0.17,0.0
3687,2014,15897,Zetaquira,15,Boyaca,3769,Boyaca (ETC),1004.0,99.2,90.3,86.96,89.62,76.7,56.55,109.86,78.41,97.47,135.58,108.39,26.26,52.63,1.91,2.9,1.19,2.48,1.96,95.12,97.1,96.91,92.56,96.08,2.96,0.0,1.9,4.96,1.96,1.82,0.0,0.71,2.73,3.27
3688,2014,17001,Manizales,17,Caldas,3774,Manizales,67417.0,84.98,87.68,79.66,84.35,72.99,56.02,96.85,78.04,96.66,102.8,93.93,26.17,97.84,2.48,2.71,1.84,3.25,2.36,96.62,97.26,97.74,95.4,96.12,0.9,0.03,0.43,1.35,1.52,3.91,0.56,2.71,6.43,2.57
3689,2014,17013,Aguadas,17,Caldas,3773,Caldas (ETC),4705.0,84.08,87.31,71.38,80.02,71.21,49.51,96.3,77.16,99.29,98.79,93.31,26.03,32.35,2.6,4.93,1.56,3.94,1.48,93.84,94.74,94.8,92.05,94.64,3.56,0.33,3.64,4.01,3.88,3.72,1.97,4.58,3.24,2.96
3690,2014,17042,Anserma,17,Caldas,3773,Caldas (ETC),6893.0,87.6,86.83,69.73,79.68,67.74,46.96,100.88,76.11,106.44,109.62,81.78,23.83,33.33,3.84,5.03,2.4,5.49,4.23,91.79,93.59,94.87,87.02,92.13,4.37,1.37,2.73,7.49,3.64,7.44,3.43,7.0,10.0,3.94
3691,2014,17050,Aranzazu,17,Caldas,3773,Caldas (ETC),2524.0,83.95,86.14,75.94,80.5,71.12,48.18,97.46,59.91,91.91,111.6,104.56,29.0,28.95,2.46,2.26,1.75,2.93,3.56,92.39,95.49,94.23,89.76,92.23,5.15,2.26,4.02,7.32,4.21,2.15,0.75,1.54,3.54,0.97
3693,2014,17174,Chinchina,17,Caldas,3773,Caldas (ETC),10867.0,83.23,90.29,78.13,82.79,73.0,53.33,92.17,80.88,97.31,94.73,79.35,31.87,45.45,2.93,1.93,2.44,3.53,3.72,90.77,97.78,92.92,87.77,86.75,6.3,0.3,4.63,8.7,9.52,5.38,0.44,5.43,6.84,4.16
3694,2014,17272,Filadelfia,17,Caldas,3773,Caldas (ETC),2416.0,80.26,88.46,76.72,77.46,73.6,53.38,90.73,54.98,96.55,100.25,74.73,26.88,20.59,2.23,2.59,1.01,3.78,2.68,95.59,97.41,96.15,94.91,94.2,2.18,0.0,2.83,1.31,3.13,6.5,4.31,7.49,7.12,1.34
3696,2014,17388,La Merced,17,Caldas,3773,Caldas (ETC),1181.0,112.7,82.77,46.59,79.22,61.0,51.79,136.16,85.44,116.01,177.6,133.51,18.63,30.77,1.45,3.41,1.72,1.13,0.57,96.22,96.59,95.2,96.8,97.7,2.32,0.0,3.09,2.07,1.72,1.09,0.0,1.03,1.5,0.57
3697,2014,17433,Manzanares,17,Caldas,3773,Caldas (ETC),5221.0,62.57,88.18,82.06,80.85,68.63,50.5,70.96,52.84,72.92,80.63,55.83,30.95,28.57,2.39,1.35,1.5,3.79,1.87,96.85,98.65,97.84,95.43,96.53,0.77,0.0,0.65,0.79,1.6,2.06,0.0,1.18,3.86,0.8
3698,2014,17442,Marmato,17,Caldas,3773,Caldas (ETC),2245.0,87.97,93.47,83.23,80.54,72.57,65.22,94.12,82.01,102.77,101.2,63.36,27.95,37.5,1.79,0.65,1.35,2.74,1.39,92.94,99.35,93.89,89.59,95.37,5.27,0.0,4.76,7.67,3.24,4.89,0.0,5.07,6.16,3.24
3699,2014,17444,Marquetalia,17,Caldas,3773,Caldas (ETC),3680.0,74.21,84.97,72.34,82.13,67.48,44.81,87.34,60.84,83.74,96.89,90.74,25.16,24.0,3.38,5.85,2.78,3.66,3.49,95.05,94.15,96.29,94.07,93.83,1.57,0.0,0.93,2.27,2.68,0.77,1.06,1.16,0.3,0.54
3701,2014,17486,Neira,17,Caldas,3773,Caldas (ETC),7429.0,52.44,89.75,74.53,81.02,69.97,46.73,58.43,49.07,63.77,61.1,43.81,28.84,16.67,2.92,3.46,2.12,3.9,3.03,93.88,95.91,95.71,90.77,93.94,3.2,0.63,2.17,5.32,3.03,2.8,0.31,2.91,3.83,0.87
3702,2014,17495,Norcasia,17,Caldas,3773,Caldas (ETC),1642.0,88.25,89.89,77.78,76.14,73.83,44.56,98.17,81.25,109.1,99.44,75.1,31.86,11.76,3.01,1.71,2.74,4.08,1.84,92.32,98.29,92.05,89.9,96.93,4.67,0.0,5.22,6.02,1.23,4.93,0.0,6.91,3.88,2.45
3703,2014,17513,Pacora,17,Caldas,3773,Caldas (ETC),3524.0,69.35,86.73,62.86,80.31,73.55,56.57,79.97,57.19,75.98,89.77,83.15,27.81,24.39,2.49,2.29,1.62,3.64,2.33,95.91,97.14,96.86,94.22,96.8,1.6,0.57,1.53,2.14,0.87,2.77,0.0,2.61,3.53,2.62
3704,2014,17524,Palestina,17,Caldas,3773,Caldas (ETC),4002.0,75.21,86.44,64.04,76.67,66.48,43.72,87.01,64.77,91.7,96.15,67.21,29.52,27.78,3.07,4.82,2.24,3.8,3.38,92.55,95.18,94.49,89.24,92.62,4.38,0.0,3.27,6.96,4.0,5.06,1.75,3.52,8.05,4.62
3705,2014,17541,Pensilvania,17,Caldas,3773,Caldas (ETC),5764.0,65.79,84.36,80.97,74.53,67.22,48.28,77.98,55.79,78.81,85.08,74.0,16.76,20.88,3.2,3.11,1.81,5.36,2.36,95.1,96.89,96.71,92.68,94.88,1.7,0.0,1.48,1.96,2.76,2.55,0.0,2.86,3.33,0.79
3706,2014,17614,Riosucio,17,Caldas,3773,Caldas (ETC),11993.0,77.26,88.85,76.79,82.74,73.48,49.54,86.88,65.69,86.1,97.78,77.89,27.95,29.79,1.47,1.04,1.1,1.92,1.75,95.82,98.96,95.84,95.25,95.63,2.71,0.0,3.06,2.83,2.62,3.73,0.15,3.93,4.95,1.4
3708,2014,17616,Risaralda,17,Caldas,3773,Caldas (ETC),2214.0,101.17,85.24,75.17,74.51,59.08,38.18,118.7,77.6,128.57,134.8,80.17,17.46,25.0,3.86,2.01,1.93,7.19,3.19,89.46,97.99,94.7,80.67,87.23,6.69,0.0,3.36,12.14,9.57,4.76,2.01,6.48,3.84,0.0
3709,2014,17653,Salamina,17,Caldas,3773,Caldas (ETC),3918.0,75.29,81.24,72.6,73.33,60.55,40.03,92.67,61.36,89.55,105.34,92.23,22.69,15.22,1.77,1.92,0.99,2.89,1.34,95.2,96.63,95.12,94.31,97.33,3.03,1.44,3.89,2.8,1.34,3.9,1.44,5.38,3.52,0.8
3710,2014,17662,Samana,17,Caldas,3773,Caldas (ETC),5768.0,69.07,88.22,80.89,76.87,68.31,46.5,78.29,59.31,86.57,82.88,58.14,28.47,17.71,4.07,3.41,2.78,6.03,4.04,94.21,96.59,95.02,92.19,95.52,1.72,0.0,2.2,1.78,0.45,4.24,0.34,4.88,4.86,1.79
3712,2014,17777,Supia,17,Caldas,3773,Caldas (ETC),5666.0,86.67,86.45,74.55,80.6,66.92,48.04,100.26,80.53,101.41,106.46,95.18,28.84,19.15,1.93,1.58,1.65,2.73,1.13,96.23,98.16,96.7,94.54,97.73,1.84,0.26,1.65,2.73,1.13,3.2,0.79,4.17,3.28,0.65
3713,2014,17867,Victoria,17,Caldas,3773,Caldas (ETC),1771.0,110.56,86.75,77.55,75.28,64.64,53.55,127.44,98.0,143.48,131.52,94.63,26.55,17.39,3.4,3.4,4.36,2.41,2.02,95.36,96.6,93.41,97.13,97.98,1.24,0.0,2.23,0.45,0.0,2.68,0.0,3.97,1.51,2.02
3714,2014,17873,Villamaria,17,Caldas,3773,Caldas (ETC),10633.0,85.39,91.1,72.48,84.68,76.66,59.09,93.57,66.52,93.65,104.04,86.28,24.12,40.0,1.58,2.06,1.42,1.95,0.92,91.97,97.94,94.33,88.24,92.29,6.44,0.0,4.24,9.81,6.8,2.92,0.69,2.12,4.84,1.19
3715,2014,17877,Viterbo,17,Caldas,3773,Caldas (ETC),2847.0,88.69,90.47,77.78,82.06,74.23,57.49,98.03,69.53,97.21,110.68,88.27,26.6,44.44,2.89,2.7,1.95,3.54,4.13,94.18,97.3,91.23,96.46,95.87,2.93,0.0,6.82,0.0,0.0,0.91,0.68,0.71,1.41,0.28
3716,2014,18001,Florencia,18,Caqueta,3776,Florencia,40454.0,93.59,86.87,62.6,77.77,67.9,39.28,107.7,94.55,117.0,110.29,85.95,29.28,16.46,3.7,3.39,3.08,4.46,4.47,96.14,96.61,96.92,95.44,94.25,0.16,0.0,0.01,0.1,1.28,1.64,0.6,1.25,2.63,0.84
3717,2014,18029,Albania,18,Caqueta,3775,Caqueta (ETC),1793.0,60.4,88.48,27.71,71.7,79.31,55.75,68.27,53.9,81.84,68.24,39.79,26.43,6.67,3.71,2.41,3.77,4.19,2.65,96.2,97.59,96.23,95.81,96.46,0.08,0.0,0.0,0.0,0.88,0.42,0.0,0.86,0.0,0.0
3718,2014,18094,Belen de los Andaquies,18,Caqueta,3775,Caqueta (ETC),3450.0,76.43,87.46,56.41,69.89,68.03,43.59,87.39,75.97,103.82,78.69,66.1,29.57,4.0,3.48,5.98,2.85,3.71,4.01,96.52,94.02,97.15,96.29,95.99,0.0,0.0,0.0,0.0,0.0,1.81,0.85,2.78,0.9,0.0
3719,2014,18150,Cartagena del Chaira,18,Caqueta,3775,Caqueta (ETC),9652.0,83.58,89.28,53.35,71.37,61.41,38.6,93.62,93.94,127.22,76.21,32.0,34.42,5.16,5.47,6.82,5.45,5.51,1.47,94.53,93.18,94.55,94.49,98.53,0.0,0.0,0.0,0.0,0.0,0.8,0.12,1.1,0.25,1.1
3720,2014,18205,Curillo,18,Caqueta,3775,Caqueta (ETC),3171.0,72.15,82.93,61.05,70.78,56.03,35.71,87.01,63.24,96.95,95.52,55.56,31.1,13.51,2.34,1.74,2.68,2.08,1.68,97.66,98.26,97.32,97.92,98.32,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.0
3721,2014,18247,El Doncello,18,Caqueta,3775,Caqueta (ETC),5569.0,88.74,84.32,52.15,74.55,62.76,44.26,105.23,110.82,112.1,108.36,79.25,26.85,11.11,4.72,5.89,3.78,6.05,3.62,95.24,94.11,96.22,93.95,95.98,0.04,0.0,0.0,0.0,0.4,0.33,0.2,0.37,0.36,0.2
3722,2014,18256,El Paujil,18,Caqueta,3775,Caqueta (ETC),5744.0,57.45,88.21,70.33,74.74,61.32,40.83,65.13,61.86,76.86,62.02,42.39,27.68,12.73,3.59,5.0,3.82,3.31,0.92,96.41,95.0,96.18,96.69,99.08,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.27,3.95,1.83
3723,2014,18410,La Montañita,18,Caqueta,3775,Caqueta (ETC),6626.0,60.7,87.89,55.74,70.41,58.2,37.23,69.06,53.89,95.46,59.07,27.04,23.57,3.0,3.82,3.93,3.44,4.97,2.4,96.18,96.07,96.56,95.03,97.6,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.65,1.84,1.92
3724,2014,18460,Milan,18,Caqueta,3775,Caqueta (ETC),3400.0,70.65,87.79,57.69,71.24,65.19,32.95,80.47,71.48,101.32,71.69,48.04,23.45,8.06,4.73,1.92,4.02,6.45,6.21,95.27,98.08,95.98,93.55,93.79,0.0,0.0,0.0,0.0,0.0,4.27,2.4,5.27,3.74,0.56
3725,2014,18479,Morelia,18,Caqueta,3775,Caqueta (ETC),1051.0,81.45,77.26,40.0,66.15,63.58,32.74,105.42,81.52,131.76,96.26,67.66,23.5,11.11,3.44,8.0,3.43,2.53,3.36375,96.56,92.0,96.57,97.47,100.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,1.62,0.0,0.0
3726,2014,18592,Puerto Rico,18,Caqueta,3775,Caqueta (ETC),9195.0,81.42,88.76,51.3,72.21,63.64,44.3,91.73,87.01,114.06,82.21,54.3,28.27,7.36,4.8,4.2,4.74,5.67,2.64,95.19,95.8,95.26,94.33,97.19,0.01,0.0,0.0,0.0,0.17,0.34,0.14,0.5,0.18,0.0
3727,2014,18610,San Jose del Fragua,18,Caqueta,3775,Caqueta (ETC),4064.0,89.07,82.78,57.33,68.42,59.87,39.38,107.6,66.29,117.92,118.68,79.41,29.16,6.25,3.66,3.02,3.57,4.18,2.53,96.34,96.98,96.43,95.82,97.47,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.21,0.0,0.0
3728,2014,18753,San Vicente del Caguan,18,Caqueta,3775,Caqueta (ETC),18275.0,75.88,85.62,53.79,69.99,62.74,36.76,88.49,78.88,114.06,81.58,39.91,27.75,5.98,5.19,5.14,4.43,5.81,9.72,94.54,94.86,95.23,94.15,89.14,0.27,0.0,0.35,0.05,1.14,0.38,0.0,0.45,0.41,0.13
3729,2014,18756,Solano,18,Caqueta,3775,Caqueta (ETC),6358.0,43.33,85.06,44.53,66.41,58.78,24.53,50.94,50.18,73.64,38.95,15.74,22.97,7.59,5.18,2.92,4.85,7.09,4.0,94.82,97.08,95.15,92.91,96.0,0.0,0.0,0.0,0.0,0.0,1.14,0.36,1.74,0.0,0.0
3730,2014,18785,Solita,18,Caqueta,3775,Caqueta (ETC),2504.0,75.44,82.24,62.42,62.63,61.59,48.77,91.73,69.3,116.02,91.07,40.6,30.24,7.69,5.61,6.04,5.91,5.8,2.1,94.39,93.96,94.09,94.2,97.9,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.53,0.45,0.0
3732,2014,19001,Popayan,19,Cauca,3778,Popayan,50467.0,102.16,85.33,59.63,81.96,67.7,45.02,119.62,94.68,122.51,128.17,107.59,24.11,31.5,3.43,2.97,2.43,4.61,3.93,96.44,97.03,97.41,95.34,95.76,0.13,0.0,0.16,0.05,0.32,2.81,0.81,2.54,3.67,2.45
3733,2014,19022,Almaguer,19,Cauca,3777,Cauca (ETC),4801.0,61.4,79.1,52.78,82.02,51.7,40.62,77.63,27.14,85.14,91.47,56.34,11.56,12.31,5.0,1.85,2.71,8.53,7.06,94.11,98.15,97.29,91.47,84.71,0.89,0.0,0.0,0.0,8.24,3.76,0.0,4.78,3.51,0.59
3734,2014,19050,Argelia,19,Cauca,3777,Cauca (ETC),6411.0,87.23,73.71,52.67,70.04,49.75,23.65,118.34,107.99,136.64,120.27,74.91,20.77,8.97,5.41,2.07,5.52,6.4,5.12,94.41,97.93,94.48,93.6,91.57,0.19,0.0,0.0,0.0,3.31,0.86,0.52,1.2,0.48,0.0
3735,2014,19075,Balboa,19,Cauca,3777,Cauca (ETC),6130.0,64.63,78.49,55.13,77.79,57.94,27.71,82.35,65.45,91.33,75.41,82.1,19.49,22.06,6.13,4.11,3.73,12.84,2.2,93.87,95.89,96.27,87.16,97.8,0.0,0.0,0.0,0.0,0.0,2.47,0.0,1.44,5.41,1.95
3736,2014,19100,Bolivar,19,Cauca,3777,Cauca (ETC),9561.0,72.02,58.13,56.06,70.06,33.11,25.57,123.9,43.14,110.99,168.48,104.6,19.94,18.88,2.43,2.73,1.45,3.8,2.75,97.46,97.27,98.55,96.2,96.21,0.11,0.0,0.0,0.0,1.05,1.28,0.0,1.18,1.59,1.31
3737,2014,19110,Buenos Aires,19,Cauca,3777,Cauca (ETC),7641.0,71.39,81.03,53.36,71.28,54.57,42.86,88.1,84.47,105.09,87.38,52.49,20.29,17.19,2.96,0.4,2.89,4.36,1.27,97.04,99.6,97.11,95.64,98.73,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.38,0.51,0.36
3738,2014,19130,Cajibio,19,Cauca,3777,Cauca (ETC),9231.0,79.36,87.59,50.88,75.68,69.16,48.54,90.61,72.17,106.0,91.88,58.53,18.36,32.04,4.9,2.99,3.89,7.32,4.29,95.1,97.01,96.11,92.68,95.71,0.0,0.0,0.0,0.0,0.0,1.22,0.35,0.84,2.21,0.89
3739,2014,19137,Caldono,19,Cauca,3777,Cauca (ETC),8828.0,96.01,86.97,49.93,73.83,67.21,40.56,110.4,95.14,130.83,107.82,71.83,21.72,27.06,4.57,0.43,4.21,5.9,5.36,95.38,99.57,95.77,94.06,94.29,0.05,0.0,0.02,0.03,0.36,0.03,0.0,0.02,0.03,0.12
3741,2014,19212,Corinto,19,Cauca,3777,Cauca (ETC),7586.0,77.26,86.88,62.91,81.86,71.03,51.02,88.93,78.8,96.8,93.81,67.03,24.04,42.86,3.1,1.52,2.21,4.51,3.65,96.9,98.48,97.79,95.49,96.35,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.11,1.29,0.3
3742,2014,19256,El Tambo,19,Cauca,3777,Cauca (ETC),10250.0,91.78,78.22,46.1,75.0,55.46,31.29,117.33,86.41,122.8,127.85,98.04,19.35,14.79,5.22,2.32,4.52,7.31,5.41,94.64,97.68,95.44,92.69,93.04,0.14,0.0,0.04,0.0,1.55,1.1,0.37,1.04,1.62,0.39
3743,2014,19290,Florencia,19,Cauca,3777,Cauca (ETC),1329.0,84.05,89.22,62.11,83.25,66.75,62.1,94.21,88.79,116.33,90.02,53.45,31.04,17.65,3.04,0.78375,0.32,7.67,6.45,96.96,100.0,99.68,92.33,93.55,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.16,0.59,0.0
3744,2014,19300,Guachene,19,Cauca,3777,Cauca (ETC),5100.0,72.47,73.12,49.42,73.42,53.19,29.3,99.12,78.62,92.29,107.37,110.6,23.03,88.24,1.63,0.58,0.94,2.31,3.18,98.37,99.42,99.06,97.69,96.82,0.0,0.0,0.0,0.0,0.0,0.32,0.29,0.1,0.77,0.0
3745,2014,19318,Guapi,19,Cauca,3777,Cauca (ETC),9361.0,87.96,60.34,49.94,44.63,31.11,22.17,145.78,103.43,192.92,130.96,76.72,25.64,21.21,5.5,0.12,5.94,7.26,2.49,94.5,99.88,94.06,92.74,97.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3746,2014,19355,Inza,19,Cauca,3777,Cauca (ETC),8468.0,74.56,88.83,57.9,79.1,73.36,45.47,83.94,73.32,93.61,85.98,61.12,17.95,13.56,4.62,2.86,3.08,7.05,4.95,95.38,97.14,96.92,92.95,95.05,0.0,0.0,0.0,0.0,0.0,0.92,0.95,0.76,1.3,0.41
3747,2014,19364,Jambalo,19,Cauca,3777,Cauca (ETC),4886.0,76.12,86.63,60.74,80.77,71.31,39.63,87.86,73.58,102.04,84.7,66.34,3.0,42.86,3.68,1.1477777777777778,1.07,7.12,8.75,95.97,100.0,98.93,92.88,87.75,0.35,0.0,0.0,0.0,3.5,2.3,0.0,2.29,3.09,1.5
3748,2014,19392,La Sierra,19,Cauca,3777,Cauca (ETC),2078.0,91.82,67.3,51.59,73.92,47.46,23.09,136.43,77.78,129.83,147.81,153.96,15.82,15.22,6.69,2.38,3.16,11.23,10.24,92.93,97.62,96.84,88.77,87.03,0.38,0.0,0.0,0.0,2.73,0.71,0.0,0.99,0.74,0.0
3749,2014,19397,La Vega,19,Cauca,3777,Cauca (ETC),10543.0,33.51,71.12,46.77,71.2,45.86,29.13,47.12,21.21,42.25,60.79,44.63,20.22,16.67,5.67,4.3,4.24,7.95,4.72,92.91,95.7,95.76,92.05,83.78,1.42,0.0,0.0,0.0,11.5,2.48,0.0,2.97,2.81,0.62
3750,2014,19418,Lopez,19,Cauca,3777,Cauca (ETC),5869.0,92.16,86.72,45.58,57.64,47.76,31.83,106.27,119.41,171.59,65.46,28.5,15.08,7.69,3.98,1.658888888888889,4.46,4.47,2.93,96.02,100.0,95.54,95.53,97.07,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.87,1.01,0.0
3751,2014,19450,Mercaderes,19,Cauca,3777,Cauca (ETC),4079.0,77.0,72.46,56.15,74.68,49.33,29.41,106.28,77.38,107.73,119.82,89.74,24.66,30.19,3.98,0.77,3.6,4.65,5.98,95.93,99.23,96.4,95.35,93.21,0.09,0.0,0.0,0.0,0.82,0.18,0.0,0.12,0.36,0.0
3752,2014,19455,Miranda,19,Cauca,3777,Cauca (ETC),10037.0,59.71,83.74,66.67,80.54,62.35,44.3,71.31,58.12,70.79,80.71,60.34,28.34,60.0,3.97,0.93,3.91,4.69,3.75,95.61,99.07,96.09,95.31,92.78,0.42,0.0,0.0,0.0,3.47,1.7,0.23,1.92,2.24,0.14
3753,2014,19473,Morales,19,Cauca,3777,Cauca (ETC),6448.0,100.99,86.11,49.42,75.22,66.51,46.5,117.28,98.47,142.15,119.67,64.8,18.05,16.67,6.94,3.31,5.05,10.96,5.29,92.77,96.69,94.95,89.04,91.35,0.29,0.0,0.0,0.0,3.37,0.41,0.0,0.42,0.46,0.48
3755,2014,19517,Paez,19,Cauca,3777,Cauca (ETC),9910.0,89.52,87.21,57.88,74.36,63.97,37.8,102.64,107.96,133.29,89.71,50.21,15.25,1.9,5.53,0.67,4.0,9.38,9.17,94.46,99.33,96.0,90.62,90.67,0.01,0.0,0.0,0.0,0.16,1.06,0.0,1.28,1.22,0.0
3756,2014,19532,Patia,19,Cauca,3777,Cauca (ETC),8842.0,78.27,70.36,52.38,69.81,44.56,26.76,111.25,67.45,120.61,126.97,79.68,19.18,19.78,7.26,2.46,6.16,9.55,8.64,92.74,97.54,93.84,90.45,91.36,0.0,0.0,0.0,0.0,0.0,0.74,0.45,0.81,0.88,0.0
3757,2014,19533,Piamonte,19,Cauca,3777,Cauca (ETC),1958.0,99.49,87.55,52.3,70.53,60.82,29.69,113.64,112.26,169.2,89.71,36.89,26.35,10.53,4.41,3.45,4.42,4.66,4.76,95.59,96.55,95.58,95.34,95.24,0.0,0.0,0.0,0.0,0.0,0.76,0.57,0.99,0.37,0.0
3758,2014,19548,Piendamo,19,Cauca,3777,Cauca (ETC),9591.0,82.24,81.76,50.18,77.08,66.71,38.68,100.58,71.37,103.4,105.64,97.84,20.79,41.18,4.29,2.04,3.21,5.3,7.0,95.63,97.96,96.73,94.7,92.58,0.07,0.0,0.05,0.0,0.42,0.6,0.0,0.5,0.93,0.42
3759,2014,19573,Puerto Tejada,19,Cauca,3777,Cauca (ETC),10124.0,91.38,79.68,51.7,76.2,57.87,35.43,114.67,92.7,121.2,121.83,96.48,24.64,91.3,4.36,0.68,5.17,4.16,3.93,95.64,99.32,94.83,95.84,96.07,0.0,0.0,0.0,0.0,0.0,0.76,0.17,0.51,1.13,1.22
3760,2014,19585,Purace,19,Cauca,3777,Cauca (ETC),3747.0,70.27,83.45,53.95,79.24,64.41,38.65,84.2,73.38,87.3,87.37,76.36,21.75,7.32,1.98,0.93,1.09,3.27,2.14,97.67,99.07,98.91,96.73,95.19,0.35,0.0,0.0,0.0,2.67,1.53,0.47,0.62,3.37,0.27
